text,source,TOXICITY,IDENTITY_ATTACK,INSULT,THREAT
"Communists: Liberals get the bullet, too."" Me: ""Wow f*ck you!"" Communists: ""You are excluding instead of unifying."""" ",toxic-user,0.8785311,0.6841003,0.83886176,0.8763936
"My favorite part is where left leaning people say we should believe all accusations at face value when it comes to sexual misconduct but not when it comes to Keith Ellison. Also I'm a Buddhist who's skeptical, thanks for adding to the all conservatives are Christian"" stereotype."" ",toxic-user,0.35660368,0.5535732,0.3087007,0.036851708
They just need to go away. No one wants to see them in the media advocating for gun control. It's unseemly. ,toxic-user,0.14592227,0.03860634,0.118165195,0.2795448
shit doesn’t feel real to me. then again... life is very whack and i don’t like how it’s set up to begin with so. idk. ,toxic-user,0.8785311,0.22919679,0.6727482,0.32085192
#cnn will go down in flames with the rest of the liberals. They are far too clueless to change. ,toxic-user,0.5097683,0.3068255,0.5653532,0.53757584
IM THAT GIRL THAT SAID “WHAT THE FUCK” — NAH I WISH I HAD THE MONEY FOR THAT CONCERT BUT THATD BE MY REACTION TOO LMAO ,toxic-user,0.9324537,0.32361475,0.6356477,0.35903898
"....."" And he is shuting up. Don't mess with Yumi. Don't ever mess with Ms. Yuzuki."" ",toxic-user,0.14714693,0.047836535,0.14185679,0.1221491
Are you saying they’ll become another victim of the Clinton’s? ,toxic-user,0.11073482,0.09911685,0.10221851,0.12673126
The title of the book pretty much sums up any conversation with Avram. He is either a shill for the criminal or really is mentally incapable of understanding facts that contradict his brainwashing. URL ,toxic-user,0.6310836,0.2609103,0.7163354,0.10646985
Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe. ,toxic-user,0.7176055,0.24177353,0.8065348,0.51596135
You said it. They're trying to prove that cheepika is goddess and everyone else has nothing to offer. It tells everything about how insecure they are as fans. Now their target is alia because they know how good she is. Alia being so good is threat to their so called goddess. ,toxic-user,0.15033486,0.05855087,0.16804256,0.07436299
"Believe all women, even those who can't even offer any specific details."" ""These other women are liars!"" I know liberals are hypocrites, but try to stay consistent through at least one event."" ",toxic-user,0.85191554,0.8030998,0.89812493,0.13871934
These cowards ain't ready.. #MAGA 🇺🇸 ,toxic-user,0.794439,0.30038047,0.8676137,0.19178802
Hollywood is full of demonic democrats. ,toxic-user,0.8055271,0.64552164,0.86869746,0.277473
😁TeleSmokaCatin' damn that looked better in my head😁😉🤣😎 ,toxic-user,0.7090163,0.12871096,0.50195295,0.3498488
Horrible. ,toxic-user,0.6049805,0.28977633,0.69894755,0.16182643
1// Yal stupid people tell me to “back off cause he is like obsessed” BITCH who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons I’m not competition cause she ain’t gay ,toxic-user,0.8785311,0.86277366,0.895227,0.24380548
. The #MeToo has been ruined by hateful demonic Democrats. It's now been WEAPONIZED against MEN. Disgusting how Democrats/Liberals RUIN everything they touch! #VoteRedToSaveAmerica #MAGA ,toxic-user,0.75979066,0.6350989,0.8453147,0.25279483
Oakland line sucks ,toxic-user,0.9057722,0.36927703,0.8257626,0.07234193
The scary super experienced knowledgeable members of Antifa is no match for! #Sarcasm Serious question is why the left leaders manipulate the unintelligent inexperienced youth groups it’s form of taking advantage Abuse of the unwary weak URL ,toxic-user,0.40321547,0.1907415,0.49881497,0.14107731
"This is great! Mark The Great One"" Levin and Candace ""The Great"" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!"" ",toxic-user,0.68838274,0.4555738,0.660731,0.7661405
He. Is. A. Sociopath. ,toxic-user,0.65587044,0.13147639,0.79430825,0.10219353
Niggas wellin if they wanna live in a world with endless world wars and death and chaos. My Hero is literally anime X-men ,toxic-user,0.8860969,0.9430493,0.8458195,0.85963637
The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga ,toxic-user,0.5382366,0.5475847,0.6395836,0.2567374
you're on fucking drugs my dude ,toxic-user,0.9594639,0.3096462,0.8453147,0.43599674
And yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else. But yet they want to have stronger gun control. Idiots! 🤨 Our wonderful media has to hype incidents that fits their agenda. ,toxic-user,0.8242576,0.07872624,0.90200263,0.16579735
Gutierries =💩 what did he do to help PR ? What is he doing now besides hoping for a high body count to blame on Trump ,toxic-user,0.5268039,0.17940198,0.6411736,0.14271726
He is trash himself to do that ,toxic-user,0.7403972,0.29242864,0.83993226,0.18674502
He is! Talking about “ I don’t need excuses I just need my money” 💀😂 ,toxic-user,0.17761406,0.10743319,0.17914504,0.21642907
Probably say fuck it an do just that ,toxic-user,0.93263936,0.15512827,0.5228366,0.16319887
*screams own ass* im not gay you are URL ,toxic-user,0.95421106,0.8739167,0.8301602,0.490783
She is a disgusting Coont! ,toxic-user,0.93232936,0.6350989,0.95146054,0.16009276
No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads. ,toxic-user,0.7059397,0.18305787,0.794512,0.6386617
When the abuser projects... Look in the mirror Mark - you are crazy &amp; angry. ,toxic-user,0.69542736,0.30625132,0.80590403,0.087165795
Reason is he is in a small market on a mediocre team. ,toxic-user,0.6238818,0.1631823,0.7796205,0.05911075
I wouldn’t trust Chuck Schumer ever. He’s a liar and the president doesn’t trust him either. ,toxic-user,0.8218493,0.18385662,0.9091764,0.060182106
"#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots #BrettKavanaugh had this to say about Bill Clinton during Whitewater: It's imperative to make his pattern of revolting behavior clear -- piece by painful piece."" Indeed. URL ",toxic-user,0.3511562,0.13084625,0.44616598,0.27628785
Me thinks you're full of shit. ,toxic-user,0.97333187,0.3846338,0.92873406,0.16888155
"Democrats cut funding. CIA goes around it. That's how it's done. Conservatives"" who play by the rules will get fucked up, every time. URL ",toxic-user,0.77041036,0.37207964,0.5843265,0.30828944
Still canny get er somecunt in maga telling us no to go into bananas cos French boys were spiking folks drinks &amp; kerr turns round n shouts fuck it free dunt 😂😂😂😂 ,toxic-user,0.8833301,0.6708936,0.68713874,0.49980402
I knew I wouldn’t like what he did but I never ever thought that every single Republican but sit by and let him do what he is doing now regarding everything that you mentioned in your tweet pretty ,toxic-user,0.15143526,0.120690174,0.14997153,0.081265174
Better than what? Truth? Politicians have never been good at that. My America is better than Flake. ,toxic-user,0.16574807,0.23557647,0.14279999,0.056245755
Rep Maxine Waters has been threatening violence on you the President and vise President. How come she is permitted to do this. Is the DOJ and Washington capital Police sleeping?? Why are all democrats above the law? This is a crime! URL ,toxic-user,0.2417262,0.07098738,0.25845528,0.22047077
Ciara has stopped me from doing so much dumb ass shit god bless that woman ,toxic-user,0.9490379,0.7325111,0.88231164,0.4269841
You are right he is a sorry little man... ,toxic-user,0.29442042,0.12881416,0.3338923,0.09888718
David calling for Lynn to resign is an reckless and irresponsible statement and needs to resign immediately as he is unfit do hold any position anywhere. See what I did there. ,toxic-user,0.4029627,0.06754497,0.559507,0.1652124
She has received death threats and has teenage daughters. She is protecting her family ,toxic-user,0.3775271,0.14713457,0.1842128,0.82007945
Could have been you if you didn’t stop taking Molly and shit! Glad you changed and are still around. Absolutely sucks max passed. Such an amazing artist! Rip Mac. ,toxic-user,0.794439,0.16849984,0.5777133,0.18357679
I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty. ,toxic-user,0.24116553,0.11778937,0.2975119,0.09313561
#MondayMorning #MondayMotivation #MondayMood #MondayThoughts Another #Republicans / Trump swamp Lier !! #MAGA #women #Christianity URL ,toxic-user,0.6364068,0.6197394,0.68785954,0.06868722
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message. So who is dividing the left? ,toxic-user,0.26365063,0.10284033,0.29691178,0.2727761
So Victoria's Secret won't sponsor Trump any more. I hope they realize how much of their crap trump has sold for them to Antifa! URL ,toxic-user,0.768078,0.29587868,0.8059294,0.2901914
Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line. It makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed! ,toxic-user,0.46470234,0.31700954,0.59840333,0.08005839
You are as nasty as he is ,toxic-user,0.88824683,0.28719223,0.9343301,0.111034065
She is a vile rat of a woman. ,toxic-user,0.8825443,0.6749505,0.9278122,0.15055388
U a bad bitch now lol ,toxic-user,0.97413474,0.5117112,0.96269983,0.2845736
We all have concerns about the Democrats' disgusting Behavior and disrespect for this country and our Constitution of the United States and the violation of your oath to Citizens and our constitution. ,toxic-user,0.44265053,0.30094427,0.5701496,0.096110605
Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight ,toxic-user,0.91654223,0.58523935,0.9123353,0.14264749
"You can't be this dense. The point is the same - you can't presume someone is guilty just because they're part of a group that's a popular target. For southern whites in the 40s, it was black men. For modern liberals, it's conservative white men. They're the devil""."" ",toxic-user,0.60490525,0.80001056,0.6356477,0.28917214
He is an evil godless man. ,toxic-user,0.74478424,0.59673005,0.80613285,0.21329801
Holy shit of all people to say that a Nebraska fan. Please take your dead program somewhere else and keep your VCR around to watch highlights from the 90s. ,toxic-user,0.9006684,0.19387044,0.79489815,0.7603388
UK Polititians are a special breed of FILTH! They get together and vote that their Expense and Sex Crimes (paedophilia) remain secret and then declare child abuse documents remain secret due to National Security Nothing to do with National Security ,toxic-user,0.6636573,0.5964085,0.5190642,0.49448863
Poor Baby. This is why you and your entire network CAN NOT be trusted. The only people still watching CNN are brainwashed liberals and demonrats. URL ,toxic-user,0.5990811,0.28136915,0.70199466,0.14899644
Don't forget this is Trumps fault. Just like how he is colluding to make the hurricanes worst. They forgot to tell us how this hurricane was also Trumps fault. ,toxic-user,0.15481131,0.04246438,0.2268363,0.027485589
Find a voice? The voice they have is their choice to say no to having unprotected sex ... it's not just pregnancy women need to worry about it's STDS and HIV also ... Being responsible for your sexual safety is important ... In the age of #metoo you should already know this. ,toxic-user,0.47717655,0.3932268,0.26207832,0.24646205
I FUCKING love this!!!! so so true. and actually it’s in those types of jobs you will learn the most ,toxic-user,0.76808393,0.14359003,0.3579707,0.18140934
Don’t talk shit about 48 laws ,toxic-user,0.86699015,0.1948308,0.6371979,0.13164148
She is absolutely useless. Everyone knows it except for her and the media. ,toxic-user,0.6704625,0.16303734,0.80613285,0.0776463
👌🏻 I’ve never seen anyone talk like that on Twitter before and I’ve seen some really messed up shit ,toxic-user,0.89245117,0.20843737,0.68785954,0.09585385
Never going to happen. Not in a million years. Not unless Soros hires a bunch of Antifa punks to pretend to be vets. ,toxic-user,0.31681892,0.19621392,0.43002832,0.25016695
Not only the Antifa got quite alot Israel supporters. You'll find Israeli flags at the right winger protest just as well. Oh the irony URL ,toxic-user,0.31089434,0.48279586,0.29125875,0.23429953
She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights. Zero chance. ,toxic-user,0.14976288,0.094876535,0.16392946,0.20086336
I was informed that your process takes up to 10 business days to transfer credit from an expired Myki card to an active cards - WTF!!!??? 🤪 Do you people use computers????? #whatajoke ,toxic-user,0.5876557,0.11535223,0.51011026,0.16102594
What was an abuse of power was all the crap you and the Hussein gang pulled off. Your big contribution was the Fast and Furious caper to bring in gun control in strict contravention of the 2nd amendment. But don’t worry. Justice is coming for you and Barry’s band of outlaws. ,toxic-user,0.69542736,0.19833416,0.734651,0.3082032
SHE IS A FUCKING MESS!! I HATE HER SO MUCH ,toxic-user,0.97135407,0.62611455,0.8255487,0.6478151
Investigation reveals it is highly probable it is an ISIS attack. Worst case scenario a joint ISIS-Antifa attack ,toxic-user,0.3152785,0.38308516,0.2258019,0.5861656
Again another b******* story no one is watching football because of this a****** ,toxic-user,0.6786797,0.17841782,0.48180842,0.24303015
Theresa May isn’t nice ,toxic-user,0.11416625,0.11509149,0.09793451,0.08474374
"29. Listened To The Liberals; Democrats And Their Bed-Buddies In the MSM DEMAND Transparency"" From the Well, Your About To Get A YUGE Scoop Of ""Transparency"" From him. Like I Said In the Start of This Thread: Be Careful What You Wish For. ~End. URL ",toxic-user,0.20508246,0.22034928,0.22566073,0.24300168
LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics' ,toxic-user,0.8459777,0.33831596,0.9091764,0.08371273
I really hope you don’t block me until after next Monday. I want to see this page’s reaction when Kavanaugh gets confirmed to the Supreme Court. That gun control is effectively dead. ,toxic-user,0.31089434,0.059360918,0.13822408,0.6428362
OH FUCK- ,toxic-user,0.93267846,0.22086613,0.5747421,0.13426147
Chris Burns you are a fascist. Nothing more than that. ,toxic-user,0.794439,0.48680982,0.86436415,0.1145039
shitt on Pitt - perfect for wiping the seat! URL ,toxic-user,0.8551923,0.2757268,0.7937168,0.6194703
Meh should be asking and about their blatant disregard for truth in the gun control discussion now present in the country - this is why criminals have no fear. Government misdirection! URL ,toxic-user,0.24672925,0.16299567,0.29162207,0.24166247
Thats silly when the 90s cartoons made him popular as fuck ,toxic-user,0.922386,0.23687416,0.7944667,0.17401755
Is he? Does he know this? You sure he's not out golfing?? Or maybe tweeting like a lunatic. I bet he is planning his next #MAGADingDong rally. He was never President. You are just to brainwashed to realize that. ,toxic-user,0.7019792,0.10039481,0.8301602,0.1883171
Dumb kid ,toxic-user,0.88824683,0.39820033,0.92562234,0.20922768
He is Satan ,toxic-user,0.6551789,0.51005733,0.5745119,0.24235927
She probably did not think it would get this far. I hope the little sleaze does not go to the hearing and I hope if she does that they will prove what a liar conniving witch she and the rest of the Liberals are. ,toxic-user,0.70747715,0.42115968,0.8301602,0.13097423
Another sick liberal 🤭 ,toxic-user,0.7700854,0.5842168,0.8453147,0.120119706
I hate politics! You #CNN are despicable. Liberals are treating Judge Kavanaugh like he’s some sort of serial rapist that they’ve captured at last. #RedWave #voteyes #innocent until proven guilty. ,toxic-user,0.7998232,0.5926184,0.87669903,0.27956596
"The term parasite"" has now been added to my list of ""fuck you"" terms, which also includes the term ""widget""."" ",toxic-user,0.8840249,0.17412233,0.6916229,0.16416518
The Democrats don't care. They will do anything to undermine President Trump. People had better realize how serious they are about getting rid of him. Vote Red or suffer under the liberals. ,toxic-user,0.403091,0.28514045,0.3730391,0.6275207
Since Lebron eat ass I guess I have to now URL ,toxic-user,0.8785311,0.21882416,0.527086,0.31318635
Yeahhhhh I will admit to being a Destiny 1 Cayde Liker but God they just made him suck in 2! ,toxic-user,0.8546958,0.26959673,0.6807378,0.34735167
"#conservatives everywhere in my small red town, kids need to be spanked and put #God first. They need to know consequences!"". Also them, ""#BrettKavanuagh shouldn't be held responsible for something he did at 17!! #Hypocrites how do sleep at night?"" ",toxic-user,0.70817554,0.44715485,0.75389105,0.6570952
Ha ha yes fuck yes 😂😈❤️ ,toxic-user,0.9480856,0.26101857,0.6356477,0.2306049
Well she is dumb as a box of rocks so will give her a pass ,toxic-user,0.9017885,0.328461,0.942489,0.11833128
Actually my ancestors were here long before anyone got here even your French ass! Native Americans were here first. So get your facts straight! So if you wanna throw punches make sure you know who and where you are throwing them first. ,toxic-user,0.8060606,0.7418049,0.7072966,0.5932535
ANXIETY FUCKING SUCKS ! ,toxic-user,0.9897058,0.41154692,0.8856763,0.30443576
"Yeah. That's kinda the fashy thing right now. The Proud Boys scumbags wear tshirts saying Pinochet did nothing wrong"" And Antifa are the ones who are violent? Please. It's been an actual fascist every time this has been brought up in my experience. Like dude here, who stopped.."" ",toxic-user,0.6661249,0.5682438,0.7661332,0.28504956
Hahaha... lunatic liberals are just too busy virtue signaling that they still don't get it. URL ,toxic-user,0.77523535,0.41690317,0.88075686,0.11692445
Now she scarred herself for life lol #MAGA URL ,toxic-user,0.3776812,0.21337451,0.3173032,0.3604618
He is an embarrassment ,toxic-user,0.76889634,0.484833,0.8453147,0.09221927
Complete and utter waste of time. Liberals ,toxic-user,0.54637855,0.5738408,0.5838591,0.12872325
We in this bitch together 💁🏽‍♂️ ,toxic-user,0.9268917,0.48080117,0.8620095,0.3247826
minus well keep him how he is bruh ,toxic-user,0.12325369,0.07340325,0.10043331,0.17169869
Fuck this !! He acted like The father of the girl killed at Parkland was a bug. Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an AR 15! ,toxic-user,0.9084007,0.89165336,0.895227,0.7659496
#Privilege Lane🤔 #MAGA Blvd🤔 Good Ole Days Avenue🤔 ,toxic-user,0.10236976,0.066735566,0.06330575,0.09745287
“Blame your opponent of the things you are guilty of” - this pope is a satanist ,toxic-user,0.6679907,0.64213336,0.660731,0.27207914
Gutierrez you’re such a liar that’s all you guys are good for ,toxic-user,0.77566445,0.15687884,0.8810029,0.15027182
Destroy America is more the 24/7 chant from ALL democrats including Hillary. ,toxic-user,0.44702253,0.37607864,0.2923248,0.7728358
It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’ It reveals a pretty brutalist and impenetrable mind. ,toxic-user,0.38880402,0.30527434,0.48224473,0.13686812
Democratic always use race to divide Americans. Conservatives done see color The Democrats only see color Discussing ,toxic-user,0.28471664,0.47803298,0.2525035,0.08868701
Patrick ass?? ,toxic-user,0.94992846,0.14990744,0.6356477,0.14734048
Liberals are not very smart ,toxic-user,0.799623,0.8595776,0.79978037,0.28308576
